Campaign name,Ad set name,Ad name,Day,Amount spent (INR),"CPM (cost per 1,000 impressions)",CTR (link click-through rate),Ad set delivery,Reporting starts,Reporting ends
TOF | CUSTOM | AUTO,TIFF - IG,ARKA | SI,2024-12-11,90.31,29.43611473,0.19556714,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,LUXE | IGi | RL,Fragile Frescoes 2 I RL,2024-12-11,0.02,2.0,,inactive,2024-12-11,2024-12-11
TOF | Earrings,OCC,Felix Earrings | CV,2024-12-11,78.82,780.3960396,10.89108911,inactive,2024-12-11,2024-12-11
TOF | All That Grace,BRD | IG,Jackie Necklace | SV,2024-12-11,320.91,20.83560577,0.73367095,inactive,2024-12-11,2024-12-11
TOF | All That Grace,ARL | IGi,Jackie Multilayered Necklace | SV,2024-12-11,0.02,20.0,,active,2024-12-11,2024-12-11
TOF | India Modern,C-OCC - IG,India Modern DABA,2024-12-11,236.39,166.9420904,5.79096045,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,MAG | IG | ST,Aviva | ST,2024-12-11,185.05,66.66066282,1.80115274,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,LUXE | IGi | RL,Emir Photo Locket I RL | IG Post - 30 Oct 2024,2024-12-11,122.35,13.32353261,0.19601437,inactive,2024-12-11,2024-12-11
TOF | 80k,OCC – IG,80k DABA,2024-12-11,367.17,161.89153439,2.82186949,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,MAG | IG | ST,Anah Necklace | ST,2024-12-11,345.75,220.08274984,0.95480586,inactive,2024-12-11,2024-12-11
TOF | CUSTOM | AUTO,TIFF - IG,QUTUB | SI,2024-12-11,168.15,31.27208481,1.22745025,inactive,2024-12-11,2024-12-11
TOF | Earrings,OCC,Earrings | CC,2024-12-11,6.79,308.63636364,13.63636364,inactive,2024-12-11,2024-12-11
TOF | Earrings,TRL,Earrings | DABA,2024-12-11,326.89,54.40912117,3.77829561,inactive,2024-12-11,2024-12-11
MOF,MOF | DABA,MOF | DABA 2,2024-12-11,397.41,248.69211514,11.76470588,inactive,2024-12-11,2024-12-11
TOF | ALL,MAG - IG,DABA – BS /TP 2,2024-12-11,594.61,23.89431384,2.06148282,inactive,2024-12-11,2024-12-11
MOF,MOF | DABA,MOF | DABA 1,2024-12-11,110.53,300.35326087,7.33695652,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,LUXE | IGi | RL,Aviva | RL,2024-12-11,106.51,24.36184812,0.43458371,inactive,2024-12-11,2024-12-11
TOF | All That Grace,ARL | IGi,All that grace (1) | CI,2024-12-11,172.91,42.26594965,1.34441457,active,2024-12-11,2024-12-11
TOF | All That Grace,BRD | IG,Jackie Multilayered Necklace | SV,2024-12-11,0.06,5.45454545,,inactive,2024-12-11,2024-12-11
TOF | ATC,BTY-V,Love Pendant I SV,2024-12-11,232.4,1815.625,42.1875,not_delivering,2024-12-11,2024-12-11
MOF,MOF | MUM,Juliet Ring | SV,2024-12-11,417.85,120.80080948,1.90806592,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,MAG | IG | ST,Emir Photo Locket I ST | IG Post - 30 Oct 2024,2024-12-11,710.14,47.45339125,1.49682593,inactive,2024-12-11,2024-12-11
TOF | All That Grace,BRD | IG,All that grace (3) | SI,2024-12-11,0.48,5.78313253,,inactive,2024-12-11,2024-12-11
TOF | ALL,MAG - IG,DABA,2024-12-11,325.01,24.47180182,1.84474061,inactive,2024-12-11,2024-12-11
TOF | CUSTOM | AUTO,TIFF - IG,CC,2024-12-11,268.54,688.56410256,4.35897436,inactive,2024-12-11,2024-12-11
TOF | India Modern,HOME - IG,India Modern DABA,2024-12-11,264.68,173.78857518,6.23768877,inactive,2024-12-11,2024-12-11
TOF | CUSTOM | AUTO,TIFF - IG,IRA | SI,2024-12-11,639.83,16.03985961,1.48909501,inactive,2024-12-11,2024-12-11
MOF,MOF | HYD,Juliet Ring | SV,2024-12-11,167.3,86.99947998,1.61206448,inactive,2024-12-11,2024-12-11
TOF | India Modern,INT JWLY - IG,DABA – BS /TP 1,2024-12-11,183.32,283.33848532,7.26429675,inactive,2024-12-11,2024-12-11
TOF | All That Grace,ARL | IGi,Debbie Earrings | SV,2024-12-11,24.84,56.45454545,0.45454545,active,2024-12-11,2024-12-11
TOF | 80k,OCC – IG,80k DABA | Rings,2024-12-11,62.32,132.03389831,0.63559322,inactive,2024-12-11,2024-12-11
TOF | All That Grace,ARL | IGi,All that grace (1) | SI,2024-12-11,0.64,640.0,,active,2024-12-11,2024-12-11
TOF | Story/Reel,LUXE | IGi | RL,Amey Ring | RL,2024-12-11,0.71,8.98734177,,inactive,2024-12-11,2024-12-11
TOF | All That Grace,ARL | IGi,All that grace | DABA,2024-12-11,254.36,55.76847183,3.00372725,active,2024-12-11,2024-12-11
TOF | ALL,INT JWLY - IG,DABA,2024-12-11,793.27,70.14501724,4.20903705,inactive,2024-12-11,2024-12-11
TOF | CUSTOM | AUTO,TIFF - IG,MARRAKESH | SI,2024-12-11,189.31,62.41674909,0.95614903,inactive,2024-12-11,2024-12-11
TOF | CUSTOM | AUTO,TIFF - IG,Qutab Necklace | SV,2024-12-11,251.81,13.67269371,0.35836455,inactive,2024-12-11,2024-12-11
TOF | All That Grace,ARL | IGi,Jackie Necklace | SV,2024-12-11,19.82,94.38095238,0.95238095,active,2024-12-11,2024-12-11
MOF,MOF | BLR,RV | CC,2024-12-11,283.94,679.28229665,3.11004785,inactive,2024-12-11,2024-12-11
TOF | Earrings,TRL,Earrings | CC,2024-12-11,0.02,6.66666667,,inactive,2024-12-11,2024-12-11
TOF | KHB |,INT JWLY | IG,Aviva | SV,2024-12-11,517.71,78.47658026,3.77444293,inactive,2024-12-11,2024-12-11
MOF,MOF | DEL,RV | CC,2024-12-11,373.77,329.6031746,0.88183422,inactive,2024-12-11,2024-12-11
TOF | CUSTOM | AUTO,TIFF - IG,FAYE STYLISED | SI,2024-12-11,47.92,44.57674419,0.09302326,inactive,2024-12-11,2024-12-11
TOF | Earrings,TRL,Felix Earrings | CV,2024-12-11,12.76,30.09433962,3.53773585,inactive,2024-12-11,2024-12-11
TOF | Earrings,OCC,Ira Earrings | CV,2024-12-11,28.63,246.81034483,3.44827586,inactive,2024-12-11,2024-12-11
TOF | KHB,OCC,10012 _ Nawab Necklace _ SI,2024-12-11,517.02,166.45846748,3.73470702,not_delivering,2024-12-11,2024-12-11
TOF | ALL,OCC - IG,DABA – BS /TP 2,2024-12-11,477.91,56.29756155,1.79055248,inactive,2024-12-11,2024-12-11
TOF | KHB,WD,10005 | Qutub Necklace | SV,2024-12-11,484.62,332.61496225,7.61839396,not_delivering,2024-12-11,2024-12-11
TOF | ALL,INT JWLY - IG,DABA – BS /TP,2024-12-11,141.41,34.43145849,6.30630631,inactive,2024-12-11,2024-12-11
TOF | KHB |,OCC | IG,KHB | DABA (1),2024-12-11,1246.16,234.68173258,5.48022599,inactive,2024-12-11,2024-12-11
TOF | ATC,BTY – SI,10038 I Hope Rosary Tassel I SI,2024-12-11,222.42,1348.0,23.03030303,not_delivering,2024-12-11,2024-12-11
BOF | DPA,VC & ATC_1 Day - IG,DPA,2024-12-11,1015.01,228.65735526,7.79454832,active,2024-12-11,2024-12-11
TOF | Story/Reel,LUXE | IGi | RL,Fragile Frescoes 1 I RL,2024-12-11,222.15,85.67296568,0.34708831,inactive,2024-12-11,2024-12-11
TOF | ATC,PFM – SI,10037 I Rorry Gilmore I SI,2024-12-11,236.75,1293.71584699,15.30054645,not_delivering,2024-12-11,2024-12-11
TOF | CUSTOM | AUTO,TIFF - IG,Arka Necklace | SV,2024-12-11,13.43,18.65277778,0.41666667,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,MAG | IG | ST,Fragile Frescoes 1 I ST,2024-12-11,213.41,164.7953668,1.54440154,inactive,2024-12-11,2024-12-11
TOF | India Modern,INT JWLY - IGi,India Modern DABA,2024-12-11,296.63,348.157277,7.51173709,inactive,2024-12-11,2024-12-11
TOF | ALL,HOME - IG,DABA,2024-12-11,856.59,54.92017696,3.7443098,inactive,2024-12-11,2024-12-11
TOF | All That Grace,ARL | IGi,All that grace | SV,2024-12-11,0.02,10.0,,active,2024-12-11,2024-12-11
TOF | ATC,TIFF-V,Love Pendant I SV,2024-12-11,245.92,2066.55462185,31.93277311,not_delivering,2024-12-11,2024-12-11
TOF | KHB |,OCC | IG,KHB | DABA,2024-12-11,5.35,172.58064516,3.22580645,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,MAG | IG | ST,Fragile Frescoes 2 I ST,2024-12-11,45.13,76.10455312,0.16863406,inactive,2024-12-11,2024-12-11
TOF | KHB |,INT JWLY | IG,Sikar Necklace | SI,2024-12-11,310.89,35.04565438,1.02581445,inactive,2024-12-11,2024-12-11
TOF | India Modern,JWLY + TRL - FB,DABA – BS /TP 1,2024-12-11,166.61,118.07937633,7.79588944,inactive,2024-12-11,2024-12-11
TOF | KHB,INT JWLY,10012 _ Nawab Necklace _ SI,2024-12-11,529.36,1897.34767025,24.7311828,not_delivering,2024-12-11,2024-12-11
MOF,MOF | BLR,Juliet Ring | SV,2024-12-11,227.17,133.70806357,1.5891701,inactive,2024-12-11,2024-12-11
BOF | DPA,VC & ATC_1 Day - FB,DPA,2024-12-11,362.23,180.93406593,6.09390609,active,2024-12-11,2024-12-11
BOF | DPA,VC & ATC_14 Days - FB,DPA,2024-12-11,491.43,52.99579424,5.56454222,active,2024-12-11,2024-12-11
TOF | CUSTOM | AUTO,TIFF - IG,Anah Necklace | SV,2024-12-11,153.74,22.87797619,0.58035714,inactive,2024-12-11,2024-12-11
TOF | 80k,OCC – IG,80k DABA | Earrings,2024-12-11,45.18,125.5,0.55555556,inactive,2024-12-11,2024-12-11
TOF | KHB |,INT JWLY | IG,Zeya Necklace | SI,2024-12-11,159.22,40.22738757,0.32844871,inactive,2024-12-11,2024-12-11
TOF | ATC,PFM-V,117134 Felix Earrings | SV,2024-12-11,558.0,944.16243655,21.65820643,not_delivering,2024-12-11,2024-12-11
MOF,MOF | KHB,Sikar Necklace Model | SI,2024-12-11,141.61,88.17559153,1.99252802,inactive,2024-12-11,2024-12-11
MOF,MOF | KHB,ida and ineya | SV,2024-12-11,67.0,190.88319088,0.28490028,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,LUXE | IGi | RL,Anah Necklace | RL,2024-12-11,576.75,89.6827865,0.43539107,inactive,2024-12-11,2024-12-11
TOF | Earrings,OCC,Earrings | DABA,2024-12-11,387.26,106.94835681,3.83871859,inactive,2024-12-11,2024-12-11
MOF,MOF | MUM,RV | CC,2024-12-11,317.45,346.93989071,0.6557377,inactive,2024-12-11,2024-12-11
MOF,MOF | HYD,RV | CC,2024-12-11,97.85,249.61734694,,inactive,2024-12-11,2024-12-11
TOF | All That Grace,BRD | IG,All that grace (1) | SI,2024-12-11,0.58,6.30434783,,inactive,2024-12-11,2024-12-11
TOF | All That Grace,BRD | IG,All that grace (2) | SI,2024-12-11,0.31,7.38095238,,inactive,2024-12-11,2024-12-11
TOF | Story/Reel,MAG | IG | ST,Amey Ring | ST,2024-12-11,7.14,43.53658537,,inactive,2024-12-11,2024-12-11
MOF,MOF | KHB,Zeya Necklace | SV,2024-12-11,278.32,250.96483318,0.45085663,inactive,2024-12-11,2024-12-11
TOF | ALL,OCC - IG,DABA,2024-12-11,105.48,32.61595547,1.17501546,inactive,2024-12-11,2024-12-11
TOF | KHB,OCC,10010 _ Qutub Necklace _ SI,2024-12-11,13.7,1370.0,30.0,not_delivering,2024-12-11,2024-12-11
TOF | India Modern,HOME - IG,DABA – BS /TP 1,2024-12-11,214.25,449.16142558,8.80503145,inactive,2024-12-11,2024-12-11
TOF | ALL,TIFF - IG,DABA,2024-12-11,919.4,47.06183456,3.79299754,inactive,2024-12-11,2024-12-11
TOF | ALL,TIFF - IG,DABA – BS /TP,2024-12-11,59.15,19.8024774,2.37696686,inactive,2024-12-11,2024-12-11
BOF | DPA,VC & ATC_14 Days - IG,DPA,2024-12-11,1492.04,77.59321858,6.4173904,active,2024-12-11,2024-12-11
TOF | India Modern,JWLY + TRL - FBi,DABA – BS /TP 1,2024-12-11,187.62,273.89781022,7.15328467,inactive,2024-12-11,2024-12-11
TOF | India Modern,JWLY + TRL - FBi,India Modern DABA,2024-12-11,315.74,224.72597865,7.61565836,inactive,2024-12-11,2024-12-11
TOF | ALL,MAG - IG,DABA – BS /TP 2,2024-12-10,701.46,23.31128909,1.64501014,inactive,2024-12-10,2024-12-10
BOF | DPA,VC & ATC_60 Days - IG,DPA,2024-12-10,331.94,86.28541721,3.24928516,active,2024-12-10,2024-12-10
MOF,MOF | KHB,ida and ineya | SV,2024-12-10,1.28,91.42857143,,inactive,2024-12-10,2024-12-10
TOF | ATC,PFM – SI,10037 I Rorry Gilmore I SI,2024-12-10,279.97,1538.2967033,18.68131868,not_delivering,2024-12-10,2024-12-10
TOF | KHB,OCC,10012 _ Nawab Necklace _ SI,2024-12-10,525.14,136.2230869,3.57976654,not_delivering,2024-12-10,2024-12-10
TOF | Earrings,OCC,Felix Earrings | CV,2024-12-10,0.01,10.0,,inactive,2024-12-10,2024-12-10
TOF | KHB |,INT JWLY | IG,Sikar Necklace | SI,2024-12-10,279.5,25.33998187,0.8068903,inactive,2024-12-10,2024-12-10
TOF | All That Grace,BRD | IG,Jackie Multilayered Necklace | SV,2024-12-10,7.93,13.57876712,,inactive,2024-12-10,2024-12-10
MOF,MOF | MUM,Juliet Ring | SV,2024-12-10,397.55,101.33826153,1.68238593,inactive,2024-12-10,2024-12-10
TOF | ATC,BTY-V,Love Pendant I SV,2024-12-10,276.27,2264.50819672,41.80327869,not_delivering,2024-12-10,2024-12-10
MOF,MOF | DABA,MOF | DABA 2,2024-12-10,161.59,263.17589577,9.93485342,inactive,2024-12-10,2024-12-10
TOF | India Modern,JWLY + TRL - FBi,India Modern DABA,2024-12-10,313.0,179.98849914,6.78550891,inactive,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,All that grace (1) | CI,2024-12-10,243.31,56.61005119,1.53559795,active,2024-12-10,2024-12-10
TOF | KHB,INT JWLY,10012 _ Nawab Necklace _ SI,2024-12-10,569.65,1670.52785924,22.58064516,not_delivering,2024-12-10,2024-12-10
TOF | Earrings,TRL,Earrings | DABA,2024-12-10,494.46,29.97272231,2.73383039,inactive,2024-12-10,2024-12-10
TOF | 80k,OCC – IG,80k DABA,2024-12-10,379.02,143.1885153,2.75783906,inactive,2024-12-10,2024-12-10
TOF | India Modern,INT JWLY - IGi,India Modern DABA,2024-12-10,260.06,359.19889503,6.21546961,inactive,2024-12-10,2024-12-10
TOF | ALL,TIFF - IG,DABA,2024-12-10,907.25,34.8727706,3.21725092,inactive,2024-12-10,2024-12-10
MOF,MOF | DEL,RV | CC,2024-12-10,490.7,354.80838756,0.86767896,inactive,2024-12-10,2024-12-10
TOF | KHB,WD,10005 | Qutub Necklace | SV,2024-12-10,541.3,380.66104079,9.56399437,not_delivering,2024-12-10,2024-12-10
TOF | All That Grace,BRD | IG,All that grace (3) | SI,2024-12-10,4.07,4.48237885,0.11013216,inactive,2024-12-10,2024-12-10
TOF | KHB |,OCC | IG,KHB | DABA,2024-12-10,19.69,401.83673469,2.04081633,inactive,2024-12-10,2024-12-10
TOF | Earrings,OCC,Earrings | CC,2024-12-10,0.02,20.0,,inactive,2024-12-10,2024-12-10
TOF | ALL,INT JWLY - IG,DABA – BS /TP,2024-12-10,148.03,28.3256793,4.01836969,inactive,2024-12-10,2024-12-10
TOF | ATC,TIFF-V,Love Pendant I SV,2024-12-10,266.18,2255.76271186,29.66101695,not_delivering,2024-12-10,2024-12-10
TOF | KHB,OCC,10010 _ Qutub Necklace _ SI,2024-12-10,37.28,414.22222222,12.22222222,not_delivering,2024-12-10,2024-12-10
MOF,MOF | KHB,Zeya Necklace | SV,2024-12-10,293.04,224.55172414,0.84291188,inactive,2024-12-10,2024-12-10
TOF | ALL,HOME - IG,DABA – BS /TP,2024-12-10,58.55,17.27648274,2.33107111,inactive,2024-12-10,2024-12-10
TOF | All That Grace,BRD | IG,Debbie Earrings | SV,2024-12-10,98.98,13.63924487,0.37205457,inactive,2024-12-10,2024-12-10
TOF | Earrings,TRL,Ira Earrings | CV,2024-12-10,0.05,12.5,,inactive,2024-12-10,2024-12-10
MOF,MOF | DEL,Juliet Ring | SV,2024-12-10,427.08,106.79669917,2.02550638,inactive,2024-12-10,2024-12-10
MOF,MOF | HYD,RV | CC,2024-12-10,95.11,190.98393574,1.40562249,inactive,2024-12-10,2024-12-10
MOF,MOF | KHB,Cutch Tassel | SI,2024-12-10,30.94,192.17391304,0.62111801,inactive,2024-12-10,2024-12-10
TOF | ALL,TIFF - IG,DABA – BS /TP,2024-12-10,79.77,16.23321123,1.0989011,inactive,2024-12-10,2024-12-10
TOF | 80k,OCC – IG,80k DABA | Earrings,2024-12-10,55.36,94.63247863,0.17094017,inactive,2024-12-10,2024-12-10
TOF | KHB |,OCC | IG,KHB | DABA (1),2024-12-10,1244.23,205.96424433,5.04883297,inactive,2024-12-10,2024-12-10
TOF | India Modern,INT JWLY - IG,India Modern DABA,2024-12-10,254.7,110.59487625,4.90664351,inactive,2024-12-10,2024-12-10
TOF | Earrings,OCC,Earrings | DABA,2024-12-10,527.72,55.22394307,2.62662202,inactive,2024-12-10,2024-12-10
TOF | KHB |,INT JWLY | IG,Aviva Stylised | SV,2024-12-10,630.76,144.7693367,0.61969245,inactive,2024-12-10,2024-12-10
TOF | ATC,PFM-V,117134 Felix Earrings | SV,2024-12-10,588.83,955.89285714,15.25974026,not_delivering,2024-12-10,2024-12-10
MOF,MOF | KHB,Sikar Necklace Model | SI,2024-12-10,157.91,112.95422031,2.21745351,inactive,2024-12-10,2024-12-10
BOF | DPA,VC & ATC_60 Days - FB,DPA,2024-12-10,157.72,50.71382637,2.66881029,active,2024-12-10,2024-12-10
MOF,MOF | MUM,RV | CC,2024-12-10,486.39,455.84817245,0.84348641,inactive,2024-12-10,2024-12-10
BOF | DPA,VC & ATC_14 Days - IG,DPA,2024-12-10,1488.05,71.57871952,5.92621098,active,2024-12-10,2024-12-10
TOF | India Modern,JWLY + TRL - FB,India Modern DABA,2024-12-10,326.2,111.36906794,7.37453056,inactive,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,Jackie Necklace | SV,2024-12-10,0.09,15.0,,active,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,Debbie Earrings | SV,2024-12-10,65.62,38.12899477,0.52295177,active,2024-12-10,2024-12-10
MOF,MOF | BLR,RV | CC,2024-12-10,177.32,311.6344464,0.7029877,inactive,2024-12-10,2024-12-10
TOF | KHB |,INT JWLY | IG,Zeya Necklace | SI,2024-12-10,140.89,25.24457982,0.30460491,inactive,2024-12-10,2024-12-10
BOF | DPA,VC & ATC_14 Days - FB,DPA,2024-12-10,498.69,60.05419075,5.21435453,active,2024-12-10,2024-12-10
TOF | Earrings,OCC,Ira Earrings | CV,2024-12-10,0.02,6.66666667,,inactive,2024-12-10,2024-12-10
TOF | ALL,INT JWLY - IG,DABA,2024-12-10,835.08,58.68859372,4.01995924,inactive,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,Jackie Multilayered Necklace | SV,2024-12-10,0.75,35.71428571,,active,2024-12-10,2024-12-10
TOF | KHB |,INT JWLY | IG,Aviva | SV,2024-12-10,525.35,51.40913984,3.90449163,inactive,2024-12-10,2024-12-10
TOF | 80k,OCC – IG,80k DABA | Rings,2024-12-10,65.62,83.06329114,1.39240506,inactive,2024-12-10,2024-12-10
TOF | Earrings,TRL,Felix Earrings | CV,2024-12-10,0.06,4.28571429,7.14285714,inactive,2024-12-10,2024-12-10
MOF,MOF | BLR,Juliet Ring | SV,2024-12-10,280.2,118.0783818,1.64348925,inactive,2024-12-10,2024-12-10
TOF | ATC,BTY – SI,10038 I Hope Rosary Tassel I SI,2024-12-10,284.58,1664.21052632,23.97660819,not_delivering,2024-12-10,2024-12-10
MOF,MOF | HYD,Juliet Ring | SV,2024-12-10,206.7,85.87453261,1.95263814,inactive,2024-12-10,2024-12-10
TOF | ALL,HOME - IG,DABA,2024-12-10,923.2,40.61771305,3.37454353,inactive,2024-12-10,2024-12-10
TOF | India Modern,HOME - IG,India Modern DABA,2024-12-10,281.01,188.21835231,6.36302746,inactive,2024-12-10,2024-12-10
TOF | ALL,MAG - IG,DABA,2024-12-10,264.94,16.95941621,1.44027653,inactive,2024-12-10,2024-12-10
TOF | India Modern,C-OCC - IG,India Modern DABA,2024-12-10,302.04,175.40069686,5.98141696,inactive,2024-12-10,2024-12-10
TOF | All That Grace,BRD | IG,Jackie Necklace | SV,2024-12-10,263.54,18.06553332,0.9185632,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,LUXE | IGi | RL,Aviva | RL,2024-12-10,125.76,26.90053476,0.12834225,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,CC,2024-12-10,88.5,245.83333333,6.94444444,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,Arka Necklace | SV,2024-12-10,53.8,15.51773868,0.40380733,inactive,2024-12-10,2024-12-10
TOF | All That Grace,BRD | IG,All that grace (2) | SI,2024-12-10,13.87,6.04357298,0.04357298,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,ARKA STYLISED | SI,2024-12-10,6.99,18.39473684,0.26315789,inactive,2024-12-10,2024-12-10
TOF | All That Grace,BRD | IG,All that grace | SV,2024-12-10,15.2,18.92901619,0.249066,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,MAG | IG | ST,Fragile Frescoes 1 I ST,2024-12-10,158.37,124.99605367,1.10497238,inactive,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,All that grace (2) | SI,2024-12-10,0.06,12.0,,active,2024-12-10,2024-12-10
TOF | ALL,OCC - IG,DABA – BS /TP 2,2024-12-10,356.92,25.05580906,1.41804142,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,MAG | IG | ST,Amey Ring | ST,2024-12-10,31.32,40.94117647,,inactive,2024-12-10,2024-12-10
TOF | All That Grace,BRD | IG,All that grace (1) | SI,2024-12-10,65.7,12.15316315,0.14798372,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,DEW DROP | SI,2024-12-10,227.45,15.29384077,0.59171598,inactive,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,All that grace | DABA,2024-12-10,165.81,65.98089932,2.8253084,active,2024-12-10,2024-12-10
BOF | DPA,VC & ATC_1 Day - IG,DPA,2024-12-10,888.03,228.168037,8.65878726,active,2024-12-10,2024-12-10
TOF | India Modern,INT JWLY - IG,DABA – BS /TP 1,2024-12-10,251.04,297.79359431,7.94780546,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,IRA | SI,2024-12-10,730.25,15.65212732,1.55181653,inactive,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,All that grace | SV,2024-12-10,8.44,63.93939394,1.51515152,active,2024-12-10,2024-12-10
TOF | India Modern,JWLY + TRL - FBi,DABA – BS /TP 1,2024-12-10,165.07,253.56374808,4.91551459,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,MAG | IG | ST,Emir Photo Locket I ST | IG Post - 30 Oct 2024,2024-12-10,886.73,46.42808524,1.56029111,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,MAG | IG | ST,Anah Necklace | ST,2024-12-10,176.74,86.21463415,1.36585366,inactive,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,All that grace (1) | SI,2024-12-10,8.15,63.17829457,,active,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,Amey Ring | SV,2024-12-10,37.39,21.72574085,0.34863451,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,LUXE | IGi | RL,Emir Photo Locket I RL | IG Post - 30 Oct 2024,2024-12-10,151.74,12.35164835,0.17094017,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,MAG | IG | ST,Aviva | ST,2024-12-10,203.58,62.02925046,1.82815356,inactive,2024-12-10,2024-12-10
TOF | All That Grace,BRD | IG,All that grace (4) | SI,2024-12-10,13.6,5.71428571,0.25210084,inactive,2024-12-10,2024-12-10
TOF | India Modern,INT JWLY - IGi,DABA – BS /TP 1,2024-12-10,202.01,545.97297297,5.94594595,inactive,2024-12-10,2024-12-10
TOF | India Modern,C-OCC - IG,DABA – BS /TP 1,2024-12-10,212.15,221.22002086,4.6923879,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,Qutab Necklace | SV,2024-12-10,251.21,13.04715903,0.43107926,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,MARRAKESH | SI,2024-12-10,208.24,70.30384875,0.57393653,inactive,2024-12-10,2024-12-10
TOF | India Modern,HOME - IG,DABA – BS /TP 1,2024-12-10,223.15,335.56390977,5.56390977,inactive,2024-12-10,2024-12-10
TOF | ALL,OCC - IG,DABA,2024-12-10,131.03,21.6757651,1.53846154,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,FAYE STYLISED | SI,2024-12-10,44.32,26.73100121,0.66344994,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,LUXE | IGi | RL,Fragile Frescoes 1 I RL,2024-12-10,203.79,58.6952765,0.34562212,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,QUTUB | SI,2024-12-10,91.43,18.93744822,1.01491301,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,LUXE | IGi | RL,Amey Ring | RL,2024-12-10,52.55,12.61704682,0.36014406,inactive,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,All that grace (4) | SI,2024-12-10,3.46,50.88235294,,active,2024-12-10,2024-12-10
BOF | DPA,VC & ATC_1 Day - FB,DPA,2024-12-10,524.97,210.66211878,6.05939005,active,2024-12-10,2024-12-10
TOF | All That Grace,ARL | IGi,All that grace (2) | CI,2024-12-10,7.42,48.49673203,2.61437908,active,2024-12-10,2024-12-10
TOF | India Modern,JWLY + TRL - FB,DABA – BS /TP 1,2024-12-10,149.39,152.43877551,7.04081633,inactive,2024-12-10,2024-12-10
TOF | CUSTOM | AUTO,TIFF - IG,ARKA | SI,2024-12-10,79.61,25.01885607,0.34569453,inactive,2024-12-10,2024-12-10
MOF,MOF | DABA,MOF | DABA 1,2024-12-10,141.52,235.47420965,9.65058236,inactive,2024-12-10,2024-12-10
TOF | Story/Reel,LUXE | IGi | RL,Anah Necklace | RL,2024-12-10,426.89,45.76927201,0.36453308,inactive,2024-12-10,2024-12-10
